timestamp_ns,rtt_us,run_id,path,sequence
1788752400071000000,160.13,1,vpc_peering,71
1788752400072000000,132.37,1,vpc_peering,72
1788752400073000000,156.21,1,vpc_peering,73
1788752400074000000,178.49,1,vpc_peering,74
1788752400075000000,163.3,1,vpc_peering,75
1788752400076000000,140.75,1,vpc_peering,76
1788752400077000000,171.72,1,vpc_peering,77
1788752400078000000,180.52,1,vpc_peering,78
1788752400079000000,153.38,1,vpc_peering,79
1788752400080000000,171.09,1,vpc_peering,80
1788752400081000000,185.6,1,vpc_peering,81
1788752400082000000,175.33,1,vpc_peering,82
1788752400083000000,151.8,1,vpc_peering,83
1788752400084000000,146.34,1,vpc_peering,84
1788752400085000000,170.37,1,vpc_peering,85
1788752400086000000,175.6,1,vpc_peering,86
1788752400087000000,193.08,1,vpc_peering,87
1788752400088000000,156.18,1,vpc_peering,88
1788752400089000000,155.81,1,vpc_peering,89
1788752400090000000,195.9,1,vpc_peering,90
1788752400091000000,171.07,1,vpc_peering,91
1788752400092000000,143.87,1,vpc_peering,92
1788752400093000000,196.23,1,vpc_peering,93
1788752400094000000,161.38,1,vpc_peering,94
1788752400095000000,175.0,1,vpc_peering,95
1788752400096000000,184.08,1,vpc_peering,96
1788752400097000000,170.79,1,vpc_peering,97
1788752400098000000,172.21,1,vpc_peering,98
1788752400099000000,183.22,1,vpc_peering,99
1788752400100000000,184.63,1,vpc_peering,100
1788752400101000000,162.82,1,vpc_peering,101
1788752400102000000,140.39,1,vpc_peering,102
1788752400103000000,149.61,1,vpc_peering,103
1788752400104000000,175.17,1,vpc_peering,104
1788752400105000000,177.48,1,vpc_peering,105
1788752400106000000,185.92,1,vpc_peering,106
1788752400107000000,184.39,1,vpc_peering,107
1788752400108000000,204.22,1,vpc_peering,108
1788752400109000000,163.47,1,vpc_peering,109
1788752400110000000,182.8,1,vpc_peering,110
1788752400111000000,182.11,1,vpc_peering,111
1788752400112000000,171.83,1,vpc_peering,112
1788752400113000000,166.24,1,vpc_peering,113
1788752400114000000,177.94,1,vpc_peering,114
1788752400115000000,178.15,1,vpc_peering,115
1788752400116000000,179.01,1,vpc_peering,116
1788752400117000000,157.82,1,vpc_peering,117
1788752400118000000,177.8,1,vpc_peering,118
1788752400119000000,139.63,1,vpc_peering,119
1788752400120000000,180.53,1,vpc_peering,120
1788752400121000000,171.65,1,vpc_peering,121
1788752400122000000,172.17,1,vpc_peering,122
1788752400123000000,196.8,1,vpc_peering,123
1788752400124000000,163.13,1,vpc_peering,124
1788752400125000000,168.72,1,vpc_peering,125
1788752400126000000,170.32,1,vpc_peering,126
1788752400127000000,166.41,1,vpc_peering,127
1788752400128000000,155.67,1,vpc_peering,128
1788752400129000000,171.39,1,vpc_peering,129
1788752400130000000,163.25,1,vpc_peering,130
1788752400131000000,173.08,1,vpc_peering,131
1788752400132000000,134.3,1,vpc_peering,132
1788752400133000000,161.11,1,vpc_peering,133
1788752400134000000,192.01,1,vpc_peering,134
1788752400135000000,155.33,1,vpc_peering,135
1788752400136000000,184.74,1,vpc_peering,136
1788752400137000000,168.12,1,vpc_peering,137
1788752400138000000,178.33,1,vpc_peering,138
1788752400139000000,197.62,1,vpc_peering,139
1788752400140000000,147.4,1,vpc_peering,140
1788752400141000000,198.24,1,vpc_peering,141
1788752400142000000,189.01,1,vpc_peering,142
1788752400143000000,175.39,1,vpc_peering,143
1788752400144000000,206.66,1,vpc_peering,144
1788752400145000000,147.66,1,vpc_peering,145
1788752400146000000,172.93,1,vpc_peering,146
1788752400147000000,163.38,1,vpc_peering,147
1788752400148000000,181.59,1,vpc_peering,148
1788752400149000000,181.75,1,vpc_peering,149
1788752400150000000,143.46,1,vpc_peering,150
1788752400151000000,160.88,1,vpc_peering,151
1788752400152000000,163.02,1,vpc_peering,152
1788752400153000000,190.4,1,vpc_peering,153
1788752400154000000,164.27,1,vpc_peering,154
1788752400155000000,182.53,1,vpc_peering,155
1788752400156000000,164.26,1,vpc_peering,156
1788752400157000000,155.07,1,vpc_peering,157
1788752400158000000,183.35,1,vpc_peering,158
1788752400159000000,143.94,1,vpc_peering,159
1788752400160000000,180.87,1,vpc_peering,160
1788752400161000000,190.98,1,vpc_peering,161
1788752400162000000,163.14,1,vpc_peering,162
1788752400163000000,174.82,1,vpc_peering,163
1788752400164000000,190.52,1,vpc_peering,164
1788752400165000000,172.02,1,vpc_peering,165
1788752400166000000,144.12,1,vpc_peering,166
1788752400167000000,168.71,1,vpc_peering,167
1788752400168000000,182.62,1,vpc_peering,168
1788752400169000000,172.57,1,vpc_peering,169
1788752400170000000,170.42,1,vpc_peering,170
1788752400171000000,150.88,1,vpc_peering,171
1788752400172000000,198.02,1,vpc_peering,172
1788752400173000000,182.52,1,vpc_peering,173
1788752400174000000,172.49,1,vpc_peering,174
1788752400175000000,184.24,1,vpc_peering,175
1788752400176000000,185.41,1,vpc_peering,176
1788752400177000000,164.41,1,vpc_peering,177
1788752400178000000,186.03,1,vpc_peering,178
1788752400179000000,205.51,1,vpc_peering,179
1788752400180000000,152.69,1,vpc_peering,180
1788752400181000000,160.6,1,vpc_peering,181
1788752400182000000,166.27,1,vpc_peering,182
1788752400183000000,168.15,1,vpc_peering,183
1788752400184000000,183.84,1,vpc_peering,184
1788752400185000000,163.6,1,vpc_peering,185
1788752400186000000,181.38,1,vpc_peering,186
1788752400187000000,144.54,1,vpc_peering,187
1788752400188000000,191.8,1,vpc_peering,188
1788752400189000000,186.77,1,vpc_peering,189
1788752400190000000,167.95,1,vpc_peering,190
1788752400191000000,172.37,1,vpc_peering,191
1788752400192000000,166.03,1,vpc_peering,192
1788752400193000000,180.23,1,vpc_peering,193
1788752400194000000,189.91,1,vpc_peering,194
1788752400195000000,154.99,1,vpc_peering,195
1788752400196000000,178.52,1,vpc_peering,196
1788752400197000000,169.94,1,vpc_peering,197
1788752400198000000,177.8,1,vpc_peering,198
1788752400199000000,176.41,1,vpc_peering,199
1788752400200000000,165.53,1,vpc_peering,200
1788752400201000000,152.94,1,vpc_peering,201
1788752400202000000,151.65,1,vpc_peering,202
1788752400203000000,181.71,1,vpc_peering,203
1788752400204000000,184.73,1,vpc_peering,204
1788752400205000000,169.72,1,vpc_peering,205
1788752400206000000,171.98,1,vpc_peering,206
1788752400207000000,161.5,1,vpc_peering,207
1788752400208000000,171.31,1,vpc_peering,208
1788752400209000000,184.39,1,vpc_peering,209
1788752400210000000,162.07,1,vpc_peering,210
1788752400211000000,151.6,1,vpc_peering,211
1788752400212000000,166.93,1,vpc_peering,212
1788752400213000000,184.58,1,vpc_peering,213
1788752400214000000,187.34,1,vpc_peering,214
1788752400215000000,173.54,1,vpc_peering,215
1788752400216000000,172.67,1,vpc_peering,216
1788752400217000000,173.55,1,vpc_peering,217
1788752400218000000,160.62,1,vpc_peering,218
1788752400219000000,161.46,1,vpc_peering,219
1788752400220000000,157.89,1,vpc_peering,220
1788752400221000000,174.4,1,vpc_peering,221
1788752400222000000,179.01,1,vpc_peering,222
1788752400223000000,163.01,1,vpc_peering,223
1788752400224000000,155.92,1,vpc_peering,224
1788752400225000000,185.6,1,vpc_peering,225
1788752400226000000,169.21,1,vpc_peering,226
1788752400227000000,150.54,1,vpc_peering,227
1788752400228000000,163.11,1,vpc_peering,228
1788752400229000000,188.1,1,vpc_peering,229
1788752400230000000,166.78,1,vpc_peering,230
1788752400231000000,186.94,1,vpc_peering,231
1788752400232000000,174.02,1,vpc_peering,232
1788752400233000000,164.97,1,vpc_peering,233
1788752400234000000,181.85,1,vpc_peering,234
1788752400235000000,181.04,1,vpc_peering,235
1788752400236000000,180.04,1,vpc_peering,236
1788752400237000000,182.21,1,vpc_peering,237
1788752400238000000,170.89,1,vpc_peering,238
1788752400239000000,163.56,1,vpc_peering,239
1788752400240000000,187.63,1,vpc_peering,240
1788752400241000000,176.24,1,vpc_peering,241
1788752400242000000,179.07,1,vpc_peering,242
1788752400243000000,178.03,1,vpc_peering,243
1788752400244000000,131.97,1,vpc_peering,244
1788752400245000000,199.02,1,vpc_peering,245
1788752400246000000,166.44,1,vpc_peering,246
1788752400247000000,144.05,1,vpc_peering,247
1788752400248000000,160.92,1,vpc_peering,248
1788752400249000000,169.39,1,vpc_peering,249
1788752400250000000,175.27,1,vpc_peering,250
1788752400251000000,169.74,1,vpc_peering,251
1788752400252000000,166.44,1,vpc_peering,252
1788752400253000000,167.61,1,vpc_peering,253
1788752400254000000,162.92,1,vpc_peering,254
1788752400255000000,178.96,1,vpc_peering,255
1788752400256000000,170.64,1,vpc_peering,256
1788752400257000000,153.15,1,vpc_peering,257
1788752400258000000,184.75,1,vpc_peering,258
1788752400259000000,187.12,1,vpc_peering,259
1788752400260000000,161.32,1,vpc_peering,260
1788752400261000000,180.46,1,vpc_peering,261
1788752400262000000,160.39,1,vpc_peering,262
1788752400263000000,208.09,1,vpc_peering,263
1788752400264000000,155.88,1,vpc_peering,264
1788752400265000000,169.14,1,vpc_peering,265
1788752400266000000,184.18,1,vpc_peering,266
1788752400267000000,165.21,1,vpc_peering,267
1788752400268000000,184.29,1,vpc_peering,268
1788752400269000000,150.15,1,vpc_peering,269
1788752400270000000,170.68,1,vpc_peering,270
1788752400271000000,185.87,1,vpc_peering,271
1788752400272000000,163.59,1,vpc_peering,272
1788752400273000000,184.18,1,vpc_peering,273
1788752400274000000,166.34,1,vpc_peering,274
1788752400275000000,146.72,1,vpc_peering,275
1788752400276000000,169.99,1,vpc_peering,276
1788752400277000000,185.41,1,vpc_peering,277
1788752400278000000,187.1,1,vpc_peering,278
1788752400279000000,188.11,1,vpc_peering,279
1788752400280000000,164.5,1,vpc_peering,280
1788752400281000000,199.79,1,vpc_peering,281
1788752400282000000,168.04,1,vpc_peering,282
1788752400283000000,167.86,1,vpc_peering,283
1788752400284000000,185.21,1,vpc_peering,284
1788752400285000000,179.82,1,vpc_peering,285
1788752400286000000,167.97,1,vpc_peering,286
1788752400287000000,167.38,1,vpc_peering,287
1788752400288000000,187.16,1,vpc_peering,288
1788752400289000000,160.56,1,vpc_peering,289
1788752400290000000,184.27,1,vpc_peering,290
1788752400291000000,180.12,1,vpc_peering,291
1788752400292000000,160.91,1,vpc_peering,292
1788752400293000000,169.91,1,vpc_peering,293
1788752400294000000,181.57,1,vpc_peering,294
1788752400295000000,154.7,1,vpc_peering,295
1788752400296000000,158.68,1,vpc_peering,296
1788752400297000000,181.81,1,vpc_peering,297
1788752400298000000,162.89,1,vpc_peering,298
1788752400299000000,180.27,1,vpc_peering,299
1788752400300000000,159.39,1,vpc_peering,300
1788752400301000000,159.21,1,vpc_peering,301
1788752400302000000,150.33,1,vpc_peering,302
1788752400303000000,157.39,1,vpc_peering,303
1788752400304000000,166.06,1,vpc_peering,304
1788752400305000000,191.13,1,vpc_peering,305
1788752400306000000,170.74,1,vpc_peering,306
1788752400307000000,163.28,1,vpc_peering,307
1788752400308000000,151.15,1,vpc_peering,308
1788752400309000000,168.02,1,vpc_peering,309
1788752400310000000,163.67,1,vpc_peering,310
1788752400311000000,183.09,1,vpc_peering,311
1788752400312000000,148.21,1,vpc_peering,312
1788752400313000000,180.08,1,vpc_peering,313
1788752400314000000,149.71,1,vpc_peering,314
1788752400315000000,173.11,1,vpc_peering,315
1788752400316000000,196.16,1,vpc_peering,316
1788752400317000000,184.24,1,vpc_peering,317
1788752400318000000,182.99,1,vpc_peering,318
1788752400319000000,148.79,1,vpc_peering,319
1788752400320000000,153.85,1,vpc_peering,320
1788752400321000000,172.8,1,vpc_peering,321
1788752400322000000,175.48,1,vpc_peering,322
1788752400323000000,182.47,1,vpc_peering,323
1788752400324000000,159.03,1,vpc_peering,324
1788752400325000000,166.32,1,vpc_peering,325
1788752400326000000,175.84,1,vpc_peering,326
1788752400327000000,174.32,1,vpc_peering,327
1788752400328000000,188.56,1,vpc_peering,328
1788752400329000000,169.94,1,vpc_peering,329
1788752400330000000,181.42,1,vpc_peering,330
1788752400331000000,165.07,1,vpc_peering,331
1788752400332000000,191.85,1,vpc_peering,332
1788752400333000000,135.81,1,vpc_peering,333
1788752400334000000,179.96,1,vpc_peering,334
1788752400335000000,164.38,1,vpc_peering,335
1788752400336000000,160.09,1,vpc_peering,336
1788752400337000000,196.95,1,vpc_peering,337
1788752400338000000,163.55,1,vpc_peering,338
1788752400339000000,208.53,1,vpc_peering,339
1788752400340000000,184.59,1,vpc_peering,340
1788752400341000000,173.99,1,vpc_peering,341
1788752400342000000,178.93,1,vpc_peering,342
1788752400343000000,152.17,1,vpc_peering,343
1788752400344000000,157.49,1,vpc_peering,344
1788752400345000000,176.25,1,vpc_peering,345
1788752400346000000,177.67,1,vpc_peering,346
1788752400347000000,185.51,1,vpc_peering,347
1788752400348000000,167.66,1,vpc_peering,348
1788752400349000000,181.14,1,vpc_peering,349
1788752400350000000,172.83,1,vpc_peering,350
1788752400351000000,160.44,1,vpc_peering,351
1788752400352000000,177.13,1,vpc_peering,352
1788752400353000000,171.85,1,vpc_peering,353
1788752400354000000,148.78,1,vpc_peering,354
1788752400355000000,169.59,1,vpc_peering,355
1788752400356000000,153.03,1,vpc_peering,356
1788752400357000000,138.34,1,vpc_peering,357
1788752400358000000,164.35,1,vpc_peering,358
1788752400359000000,165.71,1,vpc_peering,359
1788752400360000000,175.2,1,vpc_peering,360
1788752400361000000,198.61,1,vpc_peering,361
1788752400362000000,187.57,1,vpc_peering,362
1788752400363000000,170.51,1,vpc_peering,363
1788752400364000000,171.73,1,vpc_peering,364
1788752400365000000,177.63,1,vpc_peering,365
1788752400366000000,161.48,1,vpc_peering,366
1788752400367000000,169.13,1,vpc_peering,367
1788752400368000000,161.43,1,vpc_peering,368
1788752400369000000,177.08,1,vpc_peering,369
1788752400370000000,157.98,1,vpc_peering,370
1788752400371000000,162.33,1,vpc_peering,371
1788752400372000000,163.87,1,vpc_peering,372
1788752400373000000,183.61,1,vpc_peering,373
1788752400374000000,204.89,1,vpc_peering,374
1788752400375000000,161.55,1,vpc_peering,375
1788752400376000000,171.65,1,vpc_peering,376
1788752400377000000,161.29,1,vpc_peering,377
1788752400378000000,163.75,1,vpc_peering,378
1788752400379000000,154.11,1,vpc_peering,379
1788752400380000000,191.06,1,vpc_peering,380
1788752400381000000,178.49,1,vpc_peering,381
1788752400382000000,190.87,1,vpc_peering,382
1788752400383000000,163.81,1,vpc_peering,383
1788752400384000000,162.8,1,vpc_peering,384
1788752400385000000,157.04,1,vpc_peering,385
1788752400386000000,185.28,1,vpc_peering,386
1788752400387000000,159.59,1,vpc_peering,387
1788752400388000000,159.03,1,vpc_peering,388
1788752400389000000,180.81,1,vpc_peering,389
1788752400390000000,161.6,1,vpc_peering,390
1788752400391000000,175.31,1,vpc_peering,391
1788752400392000000,159.55,1,vpc_peering,392
1788752400393000000,170.21,1,vpc_peering,393
1788752400394000000,178.59,1,vpc_peering,394
1788752400395000000,158.41,1,vpc_peering,395
1788752400396000000,183.28,1,vpc_peering,396
1788752400397000000,171.76,1,vpc_peering,397
1788752400398000000,172.38,1,vpc_peering,398
1788752400399000000,179.52,1,vpc_peering,399
1788752400400000000,165.4,1,vpc_peering,400
1788752400401000000,171.58,1,vpc_peering,401
1788752400402000000,161.9,1,vpc_peering,402
1788752400403000000,158.43,1,vpc_peering,403
1788752400404000000,183.68,1,vpc_peering,404
1788752400405000000,181.68,1,vpc_peering,405
1788752400406000000,162.6,1,vpc_peering,406
1788752400407000000,181.7,1,vpc_peering,407
1788752400408000000,185.13,1,vpc_peering,408
1788752400409000000,189.06,1,vpc_peering,409
1788752400410000000,196.54,1,vpc_peering,410
1788752400411000000,165.84,1,vpc_peering,411
1788752400412000000,170.06,1,vpc_peering,412
1788752400413000000,186.35,1,vpc_peering,413
1788752400414000000,178.05,1,vpc_peering,414
1788752400415000000,197.28,1,vpc_peering,415
1788752400416000000,152.82,1,vpc_peering,416
1788752400417000000,161.12,1,vpc_peering,417
1788752400418000000,170.59,1,vpc_peering,418
1788752400419000000,176.46,1,vpc_peering,419
1788752400420000000,160.13,1,vpc_peering,420
1788752400421000000,183.65,1,vpc_peering,421
1788752400422000000,180.46,1,vpc_peering,422
1788752400423000000,180.68,1,vpc_peering,423
1788752400424000000,178.58,1,vpc_peering,424
1788752400425000000,160.06,1,vpc_peering,425
1788752400426000000,163.54,1,vpc_peering,426
1788752400427000000,140.99,1,vpc_peering,427
1788752400428000000,156.21,1,vpc_peering,428
1788752400429000000,148.56,1,vpc_peering,429
1788752400430000000,178.41,1,vpc_peering,430
1788752400431000000,180.89,1,vpc_peering,431
1788752400432000000,167.18,1,vpc_peering,432
1788752400433000000,174.01,1,vpc_peering,433
1788752400434000000,177.38,1,vpc_peering,434
1788752400435000000,179.33,1,vpc_peering,435
1788752400436000000,160.04,1,vpc_peering,436
1788752400437000000,189.21,1,vpc_peering,437
1788752400438000000,176.29,1,vpc_peering,438
1788752400439000000,174.74,1,vpc_peering,439
1788752400440000000,179.83,1,vpc_peering,440
1788752400441000000,162.35,1,vpc_peering,441
1788752400442000000,197.86,1,vpc_peering,442
1788752400443000000,135.35,1,vpc_peering,443
1788752400444000000,171.46,1,vpc_peering,444
1788752400445000000,186.56,1,vpc_peering,445
1788752400446000000,171.42,1,vpc_peering,446
1788752400447000000,170.97,1,vpc_peering,447
1788752400448000000,161.5,1,vpc_peering,448
1788752400449000000,175.25,1,vpc_peering,449
1788752400450000000,197.35,1,vpc_peering,450
1788752400451000000,161.55,1,vpc_peering,451
1788752400452000000,170.37,1,vpc_peering,452
1788752400453000000,170.85,1,vpc_peering,453
1788752400454000000,196.98,1,vpc_peering,454
1788752400455000000,179.42,1,vpc_peering,455
1788752400456000000,155.0,1,vpc_peering,456
1788752400457000000,179.01,1,vpc_peering,457
1788752400458000000,177.46,1,vpc_peering,458
1788752400459000000,183.03,1,vpc_peering,459
1788752400460000000,175.21,1,vpc_peering,460
1788752400461000000,190.41,1,vpc_peering,461
1788752400462000000,166.17,1,vpc_peering,462
1788752400463000000,170.5,1,vpc_peering,463
1788752400464000000,161.45,1,vpc_peering,464
1788752400465000000,189.19,1,vpc_peering,465
1788752400466000000,197.59,1,vpc_peering,466
1788752400467000000,174.33,1,vpc_peering,467
1788752400468000000,180.62,1,vpc_peering,468
1788752400469000000,168.64,1,vpc_peering,469
1788752400470000000,160.65,1,vpc_peering,470
1788752400471000000,193.5,1,vpc_peering,471
1788752400472000000,157.38,1,vpc_peering,472
1788752400473000000,169.82,1,vpc_peering,473
1788752400474000000,158.57,1,vpc_peering,474
1788752400475000000,185.43,1,vpc_peering,475
1788752400476000000,167.46,1,vpc_peering,476
1788752400477000000,140.97,1,vpc_peering,477
1788752400478000000,176.3,1,vpc_peering,478
1788752400479000000,161.57,1,vpc_peering,479
1788752400480000000,157.57,1,vpc_peering,480
1788752400481000000,167.84,1,vpc_peering,481
1788752400482000000,166.01,1,vpc_peering,482
1788752400483000000,185.83,1,vpc_peering,483
1788752400484000000,186.25,1,vpc_peering,484
1788752400485000000,180.52,1,vpc_peering,485
1788752400486000000,181.22,1,vpc_peering,486
1788752400487000000,139.06,1,vpc_peering,487
1788752400488000000,156.09,1,vpc_peering,488
1788752400489000000,180.35,1,vpc_peering,489
1788752400490000000,181.95,1,vpc_peering,490
1788752400491000000,187.35,1,vpc_peering,491
1788752400492000000,157.52,1,vpc_peering,492
1788752400493000000,190.63,1,vpc_peering,493
1788752400494000000,145.44,1,vpc_peering,494
1788752400495000000,171.26,1,vpc_peering,495
1788752400496000000,166.06,1,vpc_peering,496
1788752400497000000,171.67,1,vpc_peering,497
1788752400498000000,170.48,1,vpc_peering,498
1788752400499000000,154.99,1,vpc_peering,499
1788752400500000000,166.37,1,vpc_peering,500
1788752400501000000,189.75,1,vpc_peering,501
1788752400502000000,172.43,1,vpc_peering,502
1788752400503000000,190.34,1,vpc_peering,503
1788752400504000000,177.39,1,vpc_peering,504
1788752400505000000,155.1,1,vpc_peering,505
1788752400506000000,181.88,1,vpc_peering,506
1788752400507000000,171.61,1,vpc_peering,507
1788752400508000000,163.35,1,vpc_peering,508
1788752400509000000,155.53,1,vpc_peering,509
1788752400510000000,172.41,1,vpc_peering,510
1788752400511000000,157.02,1,vpc_peering,511
1788752400512000000,187.44,1,vpc_peering,512
1788752400513000000,173.2,1,vpc_peering,513
1788752400514000000,163.53,1,vpc_peering,514
1788752400515000000,189.47,1,vpc_peering,515
1788752400516000000,149.61,1,vpc_peering,516
1788752400517000000,160.94,1,vpc_peering,517
1788752400518000000,172.92,1,vpc_peering,518
1788752400519000000,177.02,1,vpc_peering,519
1788752400520000000,185.12,1,vpc_peering,520
1788752400521000000,182.49,1,vpc_peering,521
1788752400522000000,158.77,1,vpc_peering,522
1788752400523000000,169.32,1,vpc_peering,523
1788752400524000000,197.33,1,vpc_peering,524
1788752400525000000,195.47,1,vpc_peering,525
1788752400526000000,167.08,1,vpc_peering,526
1788752400527000000,181.53,1,vpc_peering,527
1788752400528000000,148.12,1,vpc_peering,528
1788752400529000000,163.46,1,vpc_peering,529
1788752400530000000,174.42,1,vpc_peering,530
1788752400531000000,167.22,1,vpc_peering,531
1788752400532000000,163.54,1,vpc_peering,532
1788752400533000000,186.77,1,vpc_peering,533
1788752400534000000,176.21,1,vpc_peering,534
1788752400535000000,166.99,1,vpc_peering,535
1788752400536000000,143.7,1,vpc_peering,536
1788752400537000000,163.56,1,vpc_peering,537
1788752400538000000,148.07,1,vpc_peering,538
1788752400539000000,161.98,1,vpc_peering,539
1788752400540000000,160.6,1,vpc_peering,540
1788752400541000000,177.66,1,vpc_peering,541
1788752400542000000,167.32,1,vpc_peering,542
1788752400543000000,175.25,1,vpc_peering,543
1788752400544000000,186.8,1,vpc_peering,544
1788752400545000000,189.97,1,vpc_peering,545
1788752400546000000,170.65,1,vpc_peering,546
1788752400547000000,182.91,1,vpc_peering,547
1788752400548000000,178.65,1,vpc_peering,548
1788752400549000000,174.66,1,vpc_peering,549
1788752400550000000,153.95,1,vpc_peering,550
1788752400551000000,199.37,1,vpc_peering,551
1788752400552000000,181.26,1,vpc_peering,552
1788752400553000000,182.02,1,vpc_peering,553
1788752400554000000,182.47,1,vpc_peering,554
1788752400555000000,158.37,1,vpc_peering,555
1788752400556000000,171.23,1,vpc_peering,556
1788752400557000000,162.4,1,vpc_peering,557
1788752400558000000,158.35,1,vpc_peering,558
1788752400559000000,169.17,1,vpc_peering,559
1788752400560000000,171.05,1,vpc_peering,560
1788752400561000000,159.68,1,vpc_peering,561
1788752400562000000,191.74,1,vpc_peering,562
1788752400563000000,154.83,1,vpc_peering,563
1788752400564000000,184.34,1,vpc_peering,564
1788752400565000000,181.29,1,vpc_peering,565
1788752400566000000,170.7,1,vpc_peering,566
1788752400567000000,171.56,1,vpc_peering,567
1788752400568000000,160.19,1,vpc_peering,568
1788752400569000000,182.33,1,vpc_peering,569
1788752400570000000,160.79,1,vpc_peering,570
1788752400571000000,158.87,1,vpc_peering,571
1788752400572000000,175.07,1,vpc_peering,572
1788752400573000000,153.73,1,vpc_peering,573
1788752400574000000,182.44,1,vpc_peering,574
1788752400575000000,171.21,1,vpc_peering,575
1788752400576000000,192.66,1,vpc_peering,576
1788752400577000000,159.66,1,vpc_peering,577
1788752400578000000,160.23,1,vpc_peering,578
1788752400579000000,180.52,1,vpc_peering,579
1788752400580000000,150.98,1,vpc_peering,580
1788752400581000000,146.24,1,vpc_peering,581
1788752400582000000,199.94,1,vpc_peering,582
1788752400583000000,157.51,1,vpc_peering,583
1788752400584000000,154.09,1,vpc_peering,584
1788752400585000000,191.02,1,vpc_peering,585
1788752400586000000,158.61,1,vpc_peering,586
1788752400587000000,161.41,1,vpc_peering,587
1788752400588000000,161.03,1,vpc_peering,588
1788752400589000000,159.88,1,vpc_peering,589
1788752400590000000,179.5,1,vpc_peering,590
1788752400591000000,179.75,1,vpc_peering,591
1788752400592000000,152.78,1,vpc_peering,592
1788752400593000000,179.37,1,vpc_peering,593
1788752400594000000,167.33,1,vpc_peering,594
1788752400595000000,186.79,1,vpc_peering,595
1788752400596000000,162.72,1,vpc_peering,596
1788752400597000000,179.0,1,vpc_peering,597
1788752400598000000,181.05,1,vpc_peering,598
1788752400599000000,153.38,1,vpc_peering,599
1788752400600000000,168.53,1,vpc_peering,600
1788752400601000000,177.27,1,vpc_peering,601
1788752400602000000,161.56,1,vpc_peering,602
1788752400603000000,149.24,1,vpc_peering,603
1788752400604000000,167.21,1,vpc_peering,604
1788752400605000000,184.53,1,vpc_peering,605
1788752400606000000,194.19,1,vpc_peering,606
